player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Sontje Hansen,Curaçao,Curaçao,FW,24,2002,Middlesbrough,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,0.0,0.0,45.0,16.7,45.0,0,0,,2,0.0,1.0,3.0,-2.0,-4.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tahith Chong,Curaçao,Curaçao,MF,26,1999,Sheffield United,3,3,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50.0,1.46,0.73,0.0,0.0,82.0,91.5,82.0,1,0,,0,0.33,1.0,8.0,-7.0,-2.55,1.36,0.0,3.0,13.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Trevor Doornbusch,Curaçao,Curaçao,GK,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Noslin,Curaçao,Curaçao,MF,23,2002,Telstar,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,14.0,5.2,,0,1,14.0,2,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,2.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tyrick Bodak,Curaçao,Curaçao,GK,24,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Hložek,Czechia,Czech Republic,FW,23,2002,Hoffenheim,3,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.73,0.58,0.0,0.0,52.0,57.8,65.0,0,1,27.0,0,0.33,1.0,4.0,-3.0,-1.73,-0.94,0.0,4.0,4.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexandr Sojka,Czechia,Czech Republic,"MF,DF",23,2003,Viktoria Plzeň,3,2,141.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,0.0,0.0,,0.0,0.0,,,47.0,52.2,69.0,0,1,4.0,0,0.33,2.0,3.0,-1.0,-0.64,1.45,0.0,0.0,2.0,0.0,6.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
David Douděra,Czechia,Czech Republic,MF,28,1998,Slavia Prague,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,,90.0,33.3,90.0,1,0,,2,0.0,0.0,3.0,-3.0,-3.0,-2.5,0.0,0.0,1.0,0.0,5.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
David Jurásek,Czechia,Czech Republic,"DF,MF",25,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Zima,Czechia,Czech Republic,DF,25,2000,Slavia Prague,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,4.8,,0,1,13.0,2,1.0,0.0,1.0,-1.0,-6.92,-5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Denis Višinský,Czechia,Czech Republic,FW,23,2003,Viktoria Plzeň,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.91,0.0,0.0,,55.0,20.4,55.0,0,0,,2,0.0,0.0,1.0,-1.0,-1.64,-0.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hugo Sochůrek,Czechia,Czech Republic,MF,18,2008,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kuchta,Czechia,Czech Republic,FW,29,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaroslav Zelený,Czechia,Czech Republic,MF,33,1992,Sparta Prague,2,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,0.0,,63.0,46.7,90.0,1,1,36.0,1,0.5,1.0,3.0,-2.0,-1.43,-0.18,0.0,0.0,2.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jindřich Staněk,Czechia,Czech Republic,GK,30,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladislav Krejčí,Czechia,Czech Republic,DF,27,1999,Wolves,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,5.0,1.0,20.0,1.67,0.33,0.2,1.0,90.0,100.0,90.0,3,0,,0,0.33,2.0,6.0,-4.0,-1.33,,0.0,6.0,2.0,0.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lukáš Horníček,Czechia,Czech Republic,GK,23,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukáš Provod,Czechia,Czech Republic,FW,29,1996,Slavia Prague,3,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,0.0,0.0,,41.0,45.2,63.0,0,2,30.0,0,0.33,1.0,3.0,-2.0,-1.48,-0.26,0.0,2.0,1.0,1.0,5.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lukáš Červ,Czechia,Czech Republic,MF,25,2001,Viktoria Plzeň,2,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,1.66,1.1,0.0,0.0,82.0,60.4,82.0,0,0,,1,0.5,1.0,2.0,-1.0,-0.55,1.97,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Matej Kovar,Czechia,Czech Republic,GK,26,2000,PSV,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,0.33,2.0,6.0,-4.0,-1.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270.0,6.0,2.0,15.0,9.0,60.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Michal Sadílek,Czechia,Czech Republic,MF,27,1999,Slavia Prague,3,2,183.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,7.0,3.0,42.9,3.44,1.48,0.14,0.33,61.0,67.8,78.0,1,1,27.0,0,0.33,1.0,5.0,-4.0,-1.97,-1.97,0.0,0.0,3.0,0.0,12.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mojmír Chytil,Czechia,Czech Republic,FW,27,1999,Slavia Prague,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,2.6,,0,1,7.0,2,0.0,0.0,0.0,0.0,0.0,1.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrik Schick,Czechia,Czech Republic,FW,30,1996,Leverkusen,3,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,60.0,66.7,77.0,1,1,27.0,0,0.33,2.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pavel Šulc,Czechia,Czech Republic,FW,25,2000,Lyon,3,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.95,0.0,0.0,,63.0,70.0,77.0,1,1,36.0,0,0.33,1.0,4.0,-3.0,-1.43,-0.32,0.0,2.0,1.0,1.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Robin Hranáč,Czechia,Czech Republic,DF,26,2000,Hoffenheim,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,0.33,2.0,6.0,-4.0,-1.33,,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Chorý,Czechia,Czech Republic,FW,31,1995,Slavia Prague,2,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,11.5,,0,2,16.0,1,0.0,0.0,3.0,-3.0,-8.71,-8.33,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Holeš,Czechia,Czech Republic,DF,33,1993,Slavia Prague,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,77.0,56.7,77.0,1,0,,1,0.5,1.0,3.0,-2.0,-1.18,0.36,0.0,2.0,2.0,0.0,0.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomáš Souček,Czechia,Czech Republic,MF,31,1995,West Ham,3,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.66,0.0,0.0,,46.0,50.7,90.0,1,2,24.0,0,0.33,1.0,3.0,-2.0,-1.31,0.04,0.0,3.0,1.0,2.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Vladimír Coufal,Czechia,Czech Republic,"MF,DF",33,1992,Hoffenheim,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,1.0,0.0,0.0,0.33,0.0,0.0,,90.0,100.0,90.0,3,0,,0,0.33,2.0,6.0,-4.0,-1.33,,0.0,4.0,3.0,1.0,20.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Vladimír Darida,Czechia,Czech Republic,MF,35,1990,Hradec Králové,1,1,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.67,0.0,0.0,,54.0,20.0,54.0,0,0,,2,1.0,1.0,0.0,1.0,1.67,3.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Štěpán Chaloupek,Czechia,Czech Republic,DF,23,2003,Slavia Prague,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,33.3,90.0,1,0,,2,0.0,1.0,2.0,-1.0,-1.0,0.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Alban Lafont,Côte d'Ivoire,Côte d'Ivoire,GK,27,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amad Diallo,Côte d'Ivoire,Côte d'Ivoire,"MF,FW",23,2002,Manchester Utd,4,2,185.0,2.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.97,0.0,0.97,0.97,0.97,8.0,4.0,50.0,3.89,1.95,0.25,0.5,46.0,51.4,60.0,0,2,33.0,0,1.5,4.0,2.0,2.0,0.97,1.49,0.0,0.0,2.0,1.0,4.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ange-Yoan Bonny,Côte d'Ivoire,Côte d'Ivoire,FW,22,2003,Inter,4,3,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.38,0.38,0.0,0.0,59.0,65.0,66.0,0,1,35.0,0,1.5,4.0,2.0,2.0,0.77,1.48,0.0,1.0,3.0,1.0,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Bazoumana Touré,Côte d'Ivoire,Côte d'Ivoire,MF,20,2006,Hoffenheim,3,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,27.0,22.2,55.0,0,2,13.0,1,2.0,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Christ Inao Oulaï,Côte d'Ivoire,Côte d'Ivoire,MF,20,2006,Trabzonspor,4,2,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.87,0.0,0.0,,52.0,57.8,75.0,1,2,30.0,0,1.5,3.0,3.0,0.0,0.0,-0.59,0.0,3.0,5.0,0.0,0.0,6.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Christopher Opéri,Côte d'Ivoire,Côte d'Ivoire,DF,29,1997,Başakşehir,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,25.0,90.0,1,0,,3,3.0,2.0,0.0,2.0,2.0,2.33,0.0,2.0,0.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Elye Wahi,Côte d'Ivoire,Côte d'Ivoire,FW,23,2003,Nice,3,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,2.45,1.64,0.0,0.0,37.0,30.6,55.0,0,2,28.0,1,2.0,1.0,1.0,0.0,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Emmanuel Agbadou,Côte d'Ivoire,Côte d'Ivoire,DF,28,1997,Beşiktaş,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.0,0.33,0.0,0.0,90.0,75.0,90.0,3,0,,1,1.0,3.0,4.0,-1.0,-0.33,-2.33,0.0,0.0,0.0,0.0,0.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Evann Guessand,Côte d'Ivoire,Côte d'Ivoire,"FW,MF",24,2001,Crystal Palace,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.29,0.0,0.0,,9.0,4.7,,0,2,9.0,2,0.0,0.0,1.0,-1.0,-5.29,-5.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Franck Kessié,Côte d'Ivoire,Côte d'Ivoire,MF,29,1996,Al-Ahli,4,4,346.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,4.0,2.0,50.0,1.04,0.52,0.25,0.5,87.0,96.1,87.0,3,0,,0,1.5,5.0,4.0,1.0,0.26,0.26,0.0,7.0,2.0,1.0,2.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ghislain Konan,Côte d'Ivoire,Côte d'Ivoire,DF,30,1995,Gil Vicente FC,3,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.34,0.0,0.0,,90.0,74.7,90.0,2,0,,1,1.0,3.0,4.0,-1.0,-0.33,-2.31,0.0,0.0,1.0,0.0,8.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Guéla Doué,Côte d'Ivoire,Côte d'Ivoire,DF,23,2002,Strasbourg,4,3,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,69.0,76.9,89.0,2,1,9.0,0,1.5,3.0,3.0,0.0,0.0,-1.08,0.0,6.0,5.0,0.0,12.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Sangaré,Côte d'Ivoire,Côte d'Ivoire,MF,28,1997,Nottingham,4,3,268.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,1.0,0.0,0.0,0.34,0.0,0.0,,67.0,74.4,85.0,2,1,14.0,0,1.5,5.0,3.0,2.0,0.67,1.65,0.0,2.0,4.0,0.0,0.0,6.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Jean Seri,Côte d'Ivoire,Côte d'Ivoire,MF,34,1991,,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,14.0,3.9,,0,1,14.0,3,3.0,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohamed Koné,Côte d'Ivoire,Côte d'Ivoire,GK,24,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Pépé,Côte d'Ivoire,Côte d'Ivoire,FW,31,1995,Villarreal,4,3,234.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.77,0.38,1.15,0.77,1.15,6.0,3.0,50.0,2.31,1.15,0.33,0.67,59.0,65.0,76.0,0,1,6.0,0,1.5,3.0,3.0,0.0,0.0,-0.71,0.0,1.0,1.0,1.0,10.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Obite N'Dicka,Côte d'Ivoire,Côte d'Ivoire,DF,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odilon Kossounou,Côte d'Ivoire,Côte d'Ivoire,DF,25,2001,Atalanta,4,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,75.6,90.0,3,1,2.0,0,1.5,5.0,4.0,1.0,0.33,0.33,0.0,0.0,1.0,0.0,0.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Oumar Diakité,Côte d'Ivoire,Côte d'Ivoire,FW,22,2003,Cercle Brugge,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,14.0,7.8,,0,2,14.0,2,1.5,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ousmane Diomande,Côte d'Ivoire,Côte d'Ivoire,DF,22,2003,Sporting CP,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,25.0,90.0,1,0,,3,3.0,2.0,0.0,2.0,2.0,2.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Parfait Guiagon,Côte d'Ivoire,Côte d'Ivoire,MF,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seko Fofana,Côte d'Ivoire,Côte d'Ivoire,MF,31,1995,Porto,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,4.89,0.98,0.0,0.0,46.0,25.6,76.0,0,1,16.0,2,1.5,0.0,1.0,-1.0,-0.98,-1.65,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Simon Adingra,Côte d'Ivoire,Côte d'Ivoire,"FW,MF",24,2002,Monaco,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,4.4,,0,1,16.0,3,0.0,0.0,1.0,-1.0,-5.63,-6.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Wilfried Singo,Côte d'Ivoire,Côte d'Ivoire,DF,25,2000,Galatasaray,2,2,171.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,2.0,0.0,0.0,1.05,0.0,0.0,,86.0,47.5,86.0,1,0,,2,1.5,2.0,1.0,1.0,0.53,0.53,0.0,3.0,1.0,0.0,1.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yahia Fofana,Côte d'Ivoire,Côte d'Ivoire,GK,25,2000,Rizespor,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,4,0,,0,1.5,5.0,4.0,1.0,0.25,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,360.0,4.0,1.0,13.0,9.0,69.2,2.0,0.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,
Yan Diomandé,Côte d'Ivoire,Côte d'Ivoire,"MF,FW",19,2006,RB Leipzig,4,4,329.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,4.0,0.0,0.0,1.09,0.0,0.0,,82.0,91.4,82.0,1,0,,0,1.5,5.0,3.0,2.0,0.55,3.45,0.0,2.0,7.0,0.0,14.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Alan Franco,Ecuador,Ecuador,DF,27,1998,Atlético Mineiro,4,4,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,63.0,69.7,63.0,0,0,,0,1.0,1.0,3.0,-2.0,-0.72,-0.72,0.0,7.0,0.0,0.0,5.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Alan Minda,Ecuador,Ecuador,MF,23,2003,Atlético Mineiro,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.27,0.0,0.0,,55.0,15.3,55.0,0,0,,3,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Anthony Valencia,Ecuador,Ecuador,MF,22,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denil Castillo,Ecuador,Ecuador,MF,22,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enner Valencia,Ecuador,Ecuador,FW,36,1989,Pachuca,4,4,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,60.0,3.14,1.88,0.0,0.0,72.0,79.7,72.0,1,0,,0,1.0,1.0,3.0,-2.0,-0.63,-0.63,0.0,4.0,7.0,2.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Félix Torres Caicedo,Ecuador,Ecuador,DF,29,1997,Internacional,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,1.7,,0,1,6.0,3,3.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gonzalo Plata,Ecuador,Ecuador,FW,25,2000,Flamengo,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,8.0,5.0,62.5,2.0,1.25,0.13,0.2,90.0,100.0,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,0.0,5.0,4.0,0.0,8.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Gonzalo Valle,Ecuador,Ecuador,GK,30,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hernán Galíndez,Ecuador,Ecuador,GK,39,1987,Huracán,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,360.0,4.0,1.0,13.0,9.0,69.2,1.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,
